CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/λ) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-π₀),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W]
80,40000,85,6.88,7.06,121.28,8.25,498.99,495.18,495.19,0.14,85.56,86.09,85.25,17,121.22,2058910,2.16,5.31
80,40000,85,6.88,6.67,121.3,8.24,353.32,357.33,357.33,0.15,80.91,82.06,80.63,11,121.24,2051200,2.07,5.28
80,40000,85,6.88,6.79,121.13,8.26,390.93,392.37,392.37,0.15,82.23,81.37,81.94,16,121.07,2051480,2.1,5.71
80,40000,85,6.88,6.89,121.17,8.25,398.66,402.75,402.75,0.15,83.46,83.69,83.17,14,121.11,2056840,2.12,5.18
80,40000,85,6.88,6.93,121.04,8.26,462.87,458.06,458.06,0.14,83.9,84.71,83.47,18,120.98,2060020,2.13,5.39
80,40000,85,6.88,6.83,121.04,8.26,417.9,416.12,416.12,0.15,82.61,82.9,82.31,17,120.98,2052980,2.1,5.22
80,40000,85,6.88,6.9,121.03,8.26,409.26,411.46,411.47,0.14,83.47,84.4,83.03,15,120.97,2058210,2.12,5.34
80,40000,85,6.88,6.65,121.29,8.24,374.59,374.82,374.82,0.15,80.7,81.18,80.42,14,121.24,2048500,2.07,5.16
90,40000,85,7.74,7.82,120.89,8.27,1113.38,1116.07,1116.07,0.13,94.48,94.54,93.8,40,120.83,2072460,2.33,5.79
90,40000,85,7.74,7.7,121.17,8.25,829.07,837.97,837.97,0.13,93.3,93.66,92.94,30,121.11,2073190,2.31,5.56
90,40000,85,7.74,7.71,121.02,8.26,764.34,777.62,777.62,0.13,93.25,93.01,92.59,25,120.96,2068790,2.3,5.48
90,40000,85,7.74,7.57,121.1,8.26,814.54,812.46,812.46,0.13,91.66,91.87,91.31,26,121.05,2074200,2.28,5.37
90,40000,85,7.74,7.6,121.22,8.25,797.7,799.91,799.91,0.13,92.13,91.88,91.63,23,121.16,2072450,2.29,5.81
90,40000,85,7.74,7.72,121.02,8.26,922.99,925.97,925.97,0.13,93.36,93.52,93.01,31,120.96,2074450,2.31,5.76
90,40000,85,7.74,7.71,121.03,8.26,833.89,843.3,843.3,0.13,93.35,93,92.85,25,120.97,2073080,2.31,5.93
90,40000,85,7.74,7.63,121.09,8.26,1110.67,1092.83,1092.84,0.13,92.39,92.29,92.04,35,121.03,2072670,2.29,5.57
90,40000,85,7.74,7.69,120.84,8.28,695.33,711.64,711.64,0.13,92.97,92.6,92.62,22,120.79,2071240,2.3,5.74
90,40000,85,7.74,7.59,120.88,8.27,969.9,956.29,956.29,0.13,91.73,91.08,91.39,48,120.83,2067320,2.28,5.77
100,40000,85,8.1,7.92,120.99,8.27,1295.46,1306.34,1306.34,0.13,95.78,95.87,95.38,39,120.93,2078200,2.36,5.86
100,40000,85,8.1,8.27,120.67,8.29,3156.51,3214.57,3214.57,0.12,99.81,98.99,98.57,81,120.62,2081740,2.42,5.99
100,40000,85,8.1,8.28,120.81,8.28,3247.05,3309.92,3309.92,0.12,100.03,97.67,97.36,115,120.76,2078820,2.4,5.81
100,40000,85,8.1,8.08,120.8,8.28,1874.93,1892.65,1892.65,0.12,97.63,97.55,97.22,50,120.75,2080160,2.4,6.14
100,40000,85,8.1,7.97,120.81,8.28,1632.84,1634.41,1634.41,0.13,96.28,96.49,95.73,49,120.75,2071450,2.36,6.02
100,40000,85,8.1,8.16,121.06,8.26,3318.35,3335.66,3335.66,0.12,98.78,98.41,97.73,80,121,2078520,2.4,5.78
100,40000,85,8.1,7.93,120.83,8.28,1971.34,1954.48,1954.48,0.13,95.8,95.52,95.4,60,120.77,2073310,2.36,6.06
100,40000,85,8.1,8.21,120.87,8.27,4136.05,4169.44,4169.44,0.12,99.27,98.92,98.21,77,120.82,2081880,2.41,5.71
100,40000,85,8.1,8.03,120.86,8.27,2024.23,2024.94,2024.95,0.12,96.99,96.32,96.11,50,120.81,2077260,2.37,5.96
100,40000,85,8.1,8.24,121.08,8.26,3153.02,3209.36,3209.36,0.12,99.73,99.11,98.83,67,121.03,2081600,2.43,6.04
10,40000,90,0.86,0.83,121.58,8.23,131.04,129.34,129.37,1.2,10.07,10.05,10.12,2,121.51,1656940,0.76,1.73
10,40000,90,0.86,0.84,122.58,8.16,159.83,132.42,132.45,1.19,10.32,12.46,10.37,2,122.52,1607590,0.76,1.68
10,40000,90,0.86,0.88,122.85,8.14,126.38,130.35,130.38,1.13,10.83,10.2,10.88,2,122.79,1617910,0.77,1.59
10,40000,90,0.86,0.87,122.09,8.19,135.23,131.06,131.08,1.15,10.58,11.14,10.63,2,122.03,1638460,0.77,1.63
10,40000,90,0.86,0.9,121.56,8.23,108.09,127.96,127.99,1.12,10.88,9.49,10.93,2,121.5,1663190,0.78,1.59
10,40000,90,0.86,0.92,122.22,8.18,136.72,131.68,131.7,1.08,11.29,11.72,11.33,3,122.16,1659870,0.78,1.8
10,40000,90,0.86,0.84,122.21,8.18,146.88,131.29,131.31,1.19,10.25,11.52,10.3,2,122.16,1604970,0.76,1.57
10,40000,90,0.86,0.88,121.99,8.2,114.39,129.01,129.04,1.14,10.72,9.86,10.77,2,121.94,1643750,0.77,1.47
10,40000,90,0.86,0.91,121.7,8.22,113.02,128.92,128.94,1.1,11.05,9.72,11.1,2,121.65,1652980,0.78,1.69
10,40000,90,0.86,0.83,122.28,8.18,115.55,128.73,128.76,1.2,10.17,9.01,10.23,2,122.22,1624940,0.76,1.58
20,40000,90,1.72,1.66,122.03,8.19,141.18,138.74,138.75,0.6,20.28,21.05,20.29,3,121.97,1842500,0.95,2.23
20,40000,90,1.72,1.72,121.8,8.21,131.17,136.94,136.95,0.58,20.93,20.79,20.94,3,121.74,1861780,0.96,2.19
20,40000,90,1.72,1.74,122.15,8.19,135.39,138.49,138.51,0.57,21.29,21.6,21.3,2,122.09,1841820,0.96,2.08
20,40000,90,1.72,1.75,121.96,8.2,156.96,141.56,141.57,0.57,21.32,23.15,21.33,3,121.9,1847850,0.96,2.18
20,40000,90,1.72,1.76,122.23,8.18,140.09,139.2,139.21,0.57,21.49,21.41,21.5,3,122.17,1883910,0.98,2.1
20,40000,90,1.72,1.77,122.14,8.19,139.05,139.65,139.66,0.56,21.64,21.34,21.65,4,122.08,1854570,0.97,2.22
20,40000,90,1.72,1.7,121.94,8.2,133.78,138.66,138.67,0.59,20.77,20.59,20.78,3,121.87,1871810,0.96,2
20,40000,90,1.72,1.71,122.14,8.19,126.23,136.35,136.37,0.58,20.91,19.76,20.92,3,122.07,1891480,0.97,2.29
20,40000,90,1.72,1.67,121.64,8.22,140.95,136.73,136.75,0.6,20.29,21.52,20.31,3,121.58,1848170,0.95,2.23
20,40000,90,1.72,1.74,121.77,8.21,138.07,138.27,138.28,0.58,21.13,20.88,21.14,3,121.71,1875440,0.97,2.14
30,40000,90,2.58,2.51,121.8,8.21,146.64,148.57,148.58,0.4,30.57,30.43,30.54,4,121.75,1933420,1.14,2.57
30,40000,90,2.58,2.54,121.97,8.2,153.99,151.25,151.26,0.39,30.96,30.82,30.93,5,121.91,1966120,1.15,2.77
30,40000,90,2.58,2.68,121.8,8.21,153.96,152.28,152.28,0.37,32.66,33.64,32.62,4,121.74,1957680,1.18,2.82
30,40000,90,2.58,2.47,121.54,8.23,160.85,150.5,150.51,0.4,30.02,32.45,29.99,4,121.48,1933960,1.13,2.58
30,40000,90,2.58,2.52,121.42,8.24,148.24,148.98,148.99,0.4,30.64,30.6,30.61,4,121.36,1925600,1.14,2.55
30,40000,90,2.58,2.53,121.66,8.22,152.65,149.75,149.76,0.39,30.82,31.83,30.79,4,121.6,1928130,1.14,2.56
30,40000,90,2.58,2.48,121.54,8.23,144.64,146.97,146.98,0.4,30.1,29.7,30.07,4,121.48,1925340,1.13,2.52
30,40000,90,2.58,2.57,121.53,8.23,159.68,151.65,151.65,0.39,31.23,33.39,31.2,4,121.47,1920100,1.15,2.95
30,40000,90,2.58,2.65,121.67,8.22,150.09,150.91,150.91,0.38,32.2,32.04,32.17,4,121.62,1952150,1.17,2.89
30,40000,90,2.58,2.59,121.8,8.21,145.67,147.96,147.97,0.39,31.51,30.72,31.47,4,121.74,1936790,1.16,2.62
40,40000,90,3.44,3.37,121.53,8.23,168.5,166.24,166.25,0.3,40.96,41.66,40.88,5,121.47,1978130,1.33,3.32
40,40000,90,3.44,3.53,121.39,8.24,170.43,169.72,169.72,0.28,42.85,41.66,42.76,6,121.33,1983870,1.37,3.3
40,40000,90,3.44,3.36,122.09,8.19,160.64,165.09,165.09,0.3,41.04,39.68,40.97,5,122.03,1985640,1.33,3.24
40,40000,90,3.44,3.45,121.57,8.23,163.71,165.73,165.74,0.29,41.88,40.99,41.8,4,121.51,1997610,1.35,3.21
40,40000,90,3.44,3.5,121.41,8.24,165.42,165.81,165.82,0.29,42.47,42.25,42.39,5,121.35,1981020,1.36,2.99
40,40000,90,3.44,3.61,121.36,8.24,177.09,172.35,172.35,0.28,43.77,44.91,43.68,5,121.3,1996410,1.39,3.51
40,40000,90,3.44,3.33,121.84,8.21,167.44,165.11,165.12,0.3,40.51,40.62,40.44,5,121.78,1964980,1.32,3
40,40000,90,3.44,3.48,121.4,8.24,162.89,165.7,165.71,0.29,42.19,41.88,42.1,5,121.34,1980480,1.35,3.25
40,40000,90,3.44,3.33,121.52,8.23,162.48,163.06,163.07,0.3,40.51,40.21,40.44,6,121.46,1978680,1.32,3.13
40,40000,90,3.44,3.31,121.53,8.23,161.43,162.43,162.44,0.3,40.25,39.82,40.17,5,121.47,1995080,1.32,3.04
50,40000,90,4.3,4.37,121.45,8.23,185.61,187.46,187.46,0.23,53.05,53.23,52.92,6,121.39,1998790,1.55,3.79
50,40000,90,4.3,4.5,121.49,8.23,195.66,195.63,195.64,0.22,54.69,55.28,54.54,7,121.43,1995770,1.58,4.2
50,40000,90,4.3,4.34,121.42,8.24,189.21,189.98,189.99,0.23,52.74,51.68,52.6,7,121.36,2004530,1.55,3.94
50,40000,90,4.3,4.35,121.42,8.24,198.33,193.85,193.86,0.23,52.8,52.88,52.66,6,121.36,2001140,1.55,3.91
50,40000,90,4.3,4.33,121.61,8.22,176.78,183.99,184,0.23,52.62,50.61,52.48,5,121.55,2006390,1.54,3.44
50,40000,90,4.3,4.27,121.53,8.23,182.42,184.79,184.79,0.23,51.87,52.1,51.74,6,121.47,2000040,1.53,3.89
50,40000,90,4.3,4.45,121.41,8.24,202.41,198.68,198.68,0.22,53.97,53.93,53.83,7,121.35,2003450,1.57,3.82
50,40000,90,4.3,4.29,121.75,8.21,185.49,187.53,187.54,0.23,52.19,52.05,52.06,5,121.7,2003360,1.54,3.89
50,40000,90,4.3,4.28,121.69,8.22,198.36,193.13,193.13,0.23,52.12,52.58,51.99,6,121.63,2000510,1.53,3.68
50,40000,90,4.3,4.4,121.57,8.23,184.72,188.7,188.71,0.23,53.47,53.36,53.33,6,121.51,2018700,1.57,3.56
60,40000,90,5.16,5.12,121.42,8.24,211.43,216.67,216.67,0.2,62.17,61.37,61.99,7,121.36,2021080,1.72,4.65
60,40000,90,5.16,5.08,121.58,8.22,205.51,210.32,210.32,0.2,61.74,61.21,61.56,6,121.52,2022720,1.71,4.41
60,40000,90,5.16,4.94,121.21,8.25,205.64,208.46,208.47,0.2,59.82,59.14,59.64,6,121.15,2023510,1.68,4.15
60,40000,90,5.16,5.06,121.61,8.22,207.3,210.87,210.87,0.2,61.51,61.6,61.34,9,121.55,2018230,1.71,3.86
60,40000,90,5.16,5.25,121.39,8.24,216.52,221.21,221.21,0.19,63.67,62.89,63.48,7,121.33,2023210,1.75,4.49
60,40000,90,5.16,5.08,121.2,8.25,210.56,213.36,213.37,0.2,61.59,61.91,61.41,7,121.14,2023970,1.71,4.35
60,40000,90,5.16,3.26,121.14,8.25,305.57,204.81,204.81,0.2,39.49,61.03,39.42,6,121.09,1613590,1.17,4.02
60,40000,90,5.16,5.12,121.75,8.21,213.21,217.32,217.32,0.2,62.28,62.11,62.09,8,121.69,2026930,1.73,4.52
60,40000,90,5.16,2.74,121.46,8.23,430.48,226.16,226.17,0.19,33.24,63.32,33.19,8,121.4,1474550,1.04,4.44
60,40000,90,5.16,5.17,121.26,8.25,254.11,240.7,240.7,0.19,62.63,64.57,62.45,9,121.2,2022940,1.73,4.56
70,40000,90,6.02,6.08,121.19,8.25,289.53,289.29,289.29,0.16,73.65,74.19,73.41,11,121.14,2052500,1.94,4.73
70,40000,90,6.02,5.96,121.24,8.25,261.56,266.67,266.68,0.17,72.2,71.44,71.96,10,121.18,2043180,1.91,4.94
70,40000,90,6.02,6.07,121.49,8.23,285.3,286.16,286.16,0.16,73.78,74.21,73.54,12,121.43,2047070,1.94,4.89
70,40000,90,6.02,5.98,120.98,8.27,256.17,263.38,263.39,0.17,72.31,71,72.07,10,120.92,2047820,1.92,4.49
70,40000,90,6.02,5.98,121.27,8.25,266.72,271.61,271.62,0.17,72.52,71.33,72.29,10,121.21,2031470,1.91,4.66
70,40000,90,6.02,5.91,121.35,8.24,264.36,267.65,267.65,0.17,71.72,72.47,71.48,10,121.29,2047940,1.91,4.48
70,40000,90,6.02,6.03,121.34,8.24,285.96,286.27,286.27,0.17,73.15,72.73,72.91,15,121.28,2035410,1.92,4.41
70,40000,90,6.02,5.95,121.1,8.26,259.54,264.68,264.68,0.17,72,72.04,71.76,12,121.04,2036510,1.9,4.37
70,40000,90,6.02,6,121.23,8.25,305.65,299.92,299.92,0.17,72.74,72.34,72.38,11,121.17,2041430,1.92,4.34
70,40000,90,6.02,5.8,121.2,8.25,257.12,259.44,259.45,0.17,70.3,70.26,70.07,9,121.14,2038110,1.87,4.36
80,40000,90,6.88,6.8,120.97,8.27,372.91,377.85,377.86,0.15,82.2,82.64,81.91,16,120.91,2057340,2.1,4.91
80,40000,90,6.88,6.89,121.1,8.26,418.36,420.07,420.08,0.15,83.38,83.88,82.94,18,121.04,2061450,2.12,5.23
80,40000,90,6.88,6.71,120.91,8.27,355.85,359.72,359.73,0.15,81.11,81.32,80.82,13,120.85,2058720,2.08,4.84
80,40000,90,6.88,6.81,121.07,8.26,407.76,407.63,407.64,0.15,82.43,82.78,82.14,13,121.01,2056310,2.1,5.05
80,40000,90,6.88,6.9,120.96,8.27,415.03,416.72,416.73,0.14,83.51,83.56,83.21,18,120.91,2059060,2.12,4.94
80,40000,90,6.88,6.98,121.08,8.26,419,425.49,425.49,0.14,84.55,83.77,84.25,16,121.02,2062140,2.15,4.51
80,40000,90,6.88,6.93,120.99,8.27,442.15,440.34,440.34,0.14,83.85,84.1,83.41,19,120.93,2052910,2.12,4.96
80,40000,90,6.88,6.88,121.22,8.25,440.15,438.74,438.75,0.15,83.42,83.17,82.99,16,121.16,2063860,2.12,4.96
80,40000,90,6.88,6.77,121.43,8.23,418.27,414.28,414.28,0.15,82.19,81.68,81.77,13,121.38,2055700,2.1,5.25
80,40000,90,6.88,6.91,121.21,8.25,428.54,430.27,430.27,0.14,83.78,83.36,83.34,17,121.15,2059890,2.13,4.77
90,40000,90,7.74,7.9,121.05,8.26,1186.22,1198.62,1198.62,0.13,95.61,95.66,95.24,31,121,2073580,2.35,5.82
90,40000,90,7.74,7.62,120.91,8.27,704.1,714.49,714.49,0.13,92.11,91.51,91.45,26,120.84,2069050,2.28,6.01
90,40000,90,7.74,7.86,121.17,8.25,1252.41,1258.57,1258.57,0.13,95.24,95.12,94.87,47,121.11,2077290,2.35,5.98
90,40000,90,7.74,7.79,120.73,8.28,894.81,904.59,904.59,0.13,94.03,93.56,93.21,36,120.67,2073940,2.32,5.53
90,40000,90,7.74,7.68,121.06,8.26,931.6,932.02,932.02,0.13,92.95,93.04,92.6,37,121,2071840,2.3,5.85
90,40000,90,7.74,7.82,120.92,8.27,906.6,921.15,921.16,0.13,94.5,94.41,93.98,27,120.86,2072950,2.33,6.12
90,40000,90,7.74,7.8,121,8.26,1209.22,1206.11,1206.11,0.13,94.42,94.17,93.91,36,120.94,2074670,2.33,5.92
90,40000,90,7.74,7.53,121.26,8.25,572.74,588.76,588.77,0.13,91.27,91.29,90.78,19,121.2,2069530,2.27,5.85
90,40000,90,7.74,7.74,120.98,8.27,821.72,834.2,834.2,0.13,93.64,93,93.13,25,120.93,2070550,2.31,5.67
90,40000,90,7.74,7.73,121.06,8.26,930.2,936.14,936.14,0.13,93.56,92.89,92.74,27,121,2073040,2.31,5.5
100,40000,90,8.1,8.1,120.92,8.27,1987.15,2009.23,2009.23,0.12,97.91,97.63,97.17,45,120.87,2076810,2.39,6.06
100,40000,90,8.1,8.4,120.96,8.27,8631.73,8835.38,8835.38,0.12,101.63,99.82,99.39,111,120.91,2084350,2.44,6.09
100,40000,90,8.1,7.98,120.87,8.27,1102.45,1126.74,1126.74,0.13,96.47,96.43,95.91,47,120.81,2074740,2.37,6.13
100,40000,90,8.1,8.22,120.87,8.27,2989.64,3033.46,3033.47,0.12,99.35,98.8,98.45,63,120.82,2081590,2.42,6.02
100,40000,90,8.1,8.13,120.78,8.28,1433.2,1470,1470.01,0.12,98.21,98.11,97.64,35,120.72,2080560,2.4,6.12
100,40000,90,8.1,7.98,121.03,8.26,1951.58,1948.87,1948.87,0.13,96.57,96.11,95.38,61,120.98,2078410,2.36,5.43
100,40000,90,8.1,8.21,121.07,8.26,3769.57,3810.81,3810.81,0.12,99.35,99.09,98.77,84,121.01,2080500,2.42,6.12
100,40000,90,8.1,8.09,120.94,8.27,2626.54,2632.14,2632.14,0.12,97.78,97.59,97.37,59,120.88,2079370,2.4,6.17
100,40000,90,8.1,8.22,120.85,8.27,2207.96,2254.77,2254.77,0.12,99.3,97.63,97.43,79,120.8,2078720,2.4,6.19
100,40000,90,8.1,8.23,120.81,8.28,2493.82,2540.94,2540.94,0.12,99.42,98.02,98.03,65,120.75,2081200,2.41,5.87
10,40000,95,0.86,0.82,121.62,8.22,137.86,129.62,129.64,1.22,9.91,10.83,9.96,2,121.56,1641510,0.76,1.63
10,40000,95,0.86,0.86,122.2,8.18,139.04,130.73,130.76,1.16,10.53,11.59,10.58,2,122.1,1626650,0.77,1.19
10,40000,95,0.86,0.91,122.31,8.18,102.18,128.97,128.99,1.1,11.15,9.13,11.2,2,122.25,1689100,0.78,1.53
10,40000,95,0.86,0.97,121.5,8.23,126.96,129.95,129.98,1.04,11.72,11.39,11.77,2,121.44,1693760,0.79,1.45
10,40000,95,0.86,0.83,122.47,8.17,124.26,129.52,129.55,1.21,10.12,9.87,10.18,2,122.4,1597150,0.76,1.54
10,40000,95,0.86,0.83,122.63,8.15,132.1,129.88,129.9,1.21,10.12,10.49,10.17,2,122.57,1634200,0.76,1.39
10,40000,95,0.86,0.89,122.23,8.18,140.84,131.73,131.75,1.12,10.88,11.79,10.93,2,122.17,1664730,0.78,1.44
10,40000,95,0.86,0.9,122.34,8.17,121.29,130.35,130.37,1.11,11.01,10.18,11.07,2,122.29,1642130,0.78,1.54
10,40000,95,0.86,0.85,121.71,8.22,144.05,131.1,131.13,1.17,10.39,11.51,10.44,2,121.65,1658310,0.77,1.29
10,40000,95,0.86,0.86,121.97,8.2,145.21,130.36,130.39,1.16,10.53,12.15,10.58,2,121.91,1628300,0.77,1.49
20,40000,95,1.72,1.73,122,8.2,138.06,138.15,138.16,0.58,21.15,22.1,21.16,2,121.95,1861180,0.96,2.04
20,40000,95,1.72,1.67,121.69,8.22,138.81,137.93,137.94,0.6,20.26,20.51,20.28,3,121.63,1853770,0.95,2.15
20,40000,95,1.72,1.77,122.02,8.2,136.93,137.76,137.77,0.56,21.62,22.1,21.62,3,121.96,1896460,0.98,2
20,40000,95,1.72,1.76,122.23,8.18,146.57,140.6,140.62,0.57,21.45,22.4,21.46,3,122.18,1856320,0.97,2.38
20,40000,95,1.72,1.87,121.83,8.21,131.96,139.77,139.78,0.54,22.74,21.69,22.74,2,121.77,1881160,0.99,2.1
20,40000,95,1.72,1.75,122.14,8.19,139.24,140.06,140.07,0.57,21.33,20.41,21.34,4,122.07,1877750,0.97,2.17
20,40000,95,1.72,1.74,121.95,8.2,138.64,137.74,137.75,0.58,21.18,21.39,21.19,3,121.9,1893920,0.97,2.18
20,40000,95,1.72,1.66,121.88,8.2,126.5,136.85,136.87,0.6,20.17,19.43,20.19,3,121.82,1864590,0.95,2.25
20,40000,95,1.72,1.74,122.02,8.2,121.88,136.51,136.52,0.57,21.23,19.39,21.24,3,121.96,1872940,0.97,2.23
20,40000,95,1.72,1.74,121.64,8.22,161.53,142.23,142.24,0.58,21.15,23.53,21.16,3,121.58,1887830,0.97,2.11
30,40000,95,2.58,2.58,121.63,8.22,143.17,147.81,147.82,0.39,31.38,31.13,31.35,3,121.57,1941540,1.15,2.74
30,40000,95,2.58,2.55,121.78,8.21,153.18,149.75,149.76,0.39,30.99,31.95,30.96,4,121.72,1932810,1.15,2.62
30,40000,95,2.58,2.57,121.63,8.22,148.96,149.95,149.96,0.39,31.22,31.03,31.19,3,121.57,1927360,1.15,2.64
30,40000,95,2.58,2.64,121.38,8.24,142.36,149.02,149.03,0.38,32.09,30.57,32.05,4,121.33,1970430,1.18,2.48
30,40000,95,2.58,2.62,121.71,8.22,140.46,149.07,149.08,0.38,31.83,30.49,31.79,4,121.65,1934360,1.16,2.91
30,40000,95,2.58,2.55,122.08,8.19,156.81,151.92,151.93,0.39,31.13,30.84,31.1,6,122.02,1918920,1.14,2.61
30,40000,95,2.58,2.64,122,8.2,145.35,149.2,149.21,0.38,32.21,32.5,32.17,3,121.95,1936060,1.17,2.49
30,40000,95,2.58,2.56,121.74,8.21,157.27,150.67,150.68,0.39,31.12,31.74,31.09,5,121.68,1951480,1.15,2.84
30,40000,95,2.58,2.56,121.75,8.21,148.03,149.21,149.22,0.39,31.11,31.63,31.08,4,121.7,1964440,1.16,2.85
30,40000,95,2.58,2.6,122.02,8.2,160.33,152.73,152.74,0.39,31.66,33.64,31.63,4,121.96,1960490,1.16,2.75
40,40000,95,3.44,3.45,121.49,8.23,166.7,166.22,166.23,0.29,41.87,42.25,41.79,5,121.44,1980860,1.35,3.15
40,40000,95,3.44,3.33,121.64,8.22,174.9,167.1,167.1,0.3,40.44,41.64,40.37,6,121.58,1979500,1.32,2.99
40,40000,95,3.44,3.5,121.72,8.22,165.67,166.12,166.13,0.29,42.54,42.12,42.45,5,121.66,1992810,1.36,3.08
40,40000,95,3.44,3.5,121.52,8.23,158.45,163.82,163.83,0.29,42.55,42.45,42.47,5,121.47,1976700,1.36,3.43
40,40000,95,3.44,3.36,121.47,8.23,168.99,165.18,165.19,0.3,40.81,42.55,40.74,5,121.41,1976000,1.33,3.11
40,40000,95,3.44,3.39,121.57,8.23,159.04,162.1,162.1,0.29,41.23,40.92,41.16,4,121.51,1966280,1.33,3.07
40,40000,95,3.44,3.45,121.7,8.22,167.26,166.84,166.85,0.29,41.95,41.36,41.87,5,121.65,1976460,1.35,3.25
40,40000,95,3.44,3.48,121.69,8.22,169.63,168.8,168.8,0.29,42.31,41.58,42.23,6,121.63,1988540,1.36,3.12
40,40000,95,3.44,3.38,121.64,8.22,172.98,168.04,168.04,0.3,41.11,41.85,41.04,6,121.59,1975360,1.33,3.6
40,40000,95,3.44,3.43,121.44,8.23,162.18,164.42,164.43,0.29,41.63,41.36,41.56,5,121.38,1974700,1.34,3.17
50,40000,95,4.3,4.28,121.27,8.25,181.93,185.02,185.02,0.23,51.9,51.26,51.77,5,121.2,1996290,1.53,3.76
50,40000,95,4.3,4.39,121.16,8.25,194.42,193.39,193.39,0.23,53.23,53.94,53.09,7,121.1,1991680,1.55,3.78
50,40000,95,4.3,4.39,121.51,8.23,184.17,188.79,188.79,0.23,53.34,52.95,53.2,6,121.45,2010960,1.56,4.08
50,40000,95,4.3,4.35,121.59,8.22,200.47,196.04,196.04,0.23,52.93,53.09,52.8,6,121.54,1994240,1.54,3.99
50,40000,95,4.3,4.27,121.71,8.22,180.69,185.27,185.27,0.23,51.95,50.38,51.82,7,121.65,2011560,1.54,3.55
50,40000,95,4.3,4.19,121.41,8.24,179.63,181.86,181.87,0.24,50.83,50.53,50.7,6,121.35,2000860,1.51,3.62
50,40000,95,4.3,4.2,121.79,8.21,186.71,186.17,186.18,0.24,51.13,51.06,51.01,5,121.74,1989050,1.51,3.61
50,40000,95,4.3,4.24,121.66,8.22,183.11,183.9,183.91,0.24,51.59,51.62,51.46,6,121.61,1991910,1.52,3.9
50,40000,95,4.3,4.36,121.47,8.23,180.45,185.28,185.29,0.23,52.94,52.65,52.81,7,121.42,2009900,1.55,3.66
50,40000,95,4.3,4.21,121.56,8.23,185.49,185.33,185.34,0.24,51.18,51.18,51.05,6,121.5,2000330,1.52,3.63
60,40000,95,5.16,5.28,121.28,8.25,225.92,227.66,227.66,0.19,64.05,63.32,63.86,11,121.22,2025120,1.76,4.1
60,40000,95,5.16,5.1,121.2,8.25,208.53,212.67,212.68,0.2,61.83,61.08,61.65,7,121.14,2018080,1.71,4.49
60,40000,95,5.16,4.91,121.38,8.24,209.05,209.76,209.77,0.2,59.64,59.98,59.47,6,121.32,2011090,1.67,3.87
60,40000,95,5.16,5.23,121.29,8.24,214.46,218.97,218.98,0.19,63.45,61.9,63.27,8,121.23,2022430,1.74,4.47
60,40000,95,5.16,5.13,121.4,8.24,221.18,221.48,221.48,0.19,62.24,61.87,62.06,8,121.34,2026920,1.72,4.28
60,40000,95,5.16,5.16,121.57,8.23,219.9,221.93,221.94,0.19,62.69,62.47,62.5,11,121.51,2033670,1.74,4.21
60,40000,95,5.16,5.23,121.28,8.25,214.98,219.65,219.65,0.19,63.45,63.34,63.26,8,121.22,2031890,1.75,4.06
60,40000,95,5.16,5.16,121.17,8.25,213.56,216.95,216.95,0.19,62.5,62.77,62.32,7,121.11,2017460,1.72,4.29
60,40000,95,5.16,5.11,121.61,8.22,237.48,231.49,231.49,0.2,62.08,62.48,61.9,8,121.55,2015880,1.72,4.61
60,40000,95,5.16,5.05,121.3,8.24,191.08,202.98,202.98,0.2,61.22,59.14,61.04,6,121.25,2029030,1.71,4.07
70,40000,95,6.02,6.13,121.01,8.26,273.06,277.93,277.93,0.16,74.22,74.31,73.98,8,120.95,2048120,1.95,4.66
70,40000,95,6.02,6.07,121.17,8.25,258.77,266.33,266.33,0.16,73.57,73.78,73.34,13,121.12,2039830,1.93,4.83
70,40000,95,6.02,6.1,121.15,8.25,289.09,289.66,289.66,0.16,73.86,74.13,73.62,13,121.09,2037820,1.94,5.09
70,40000,95,6.02,5.95,121.23,8.25,248.56,257.92,257.92,0.17,72.11,71.17,71.88,9,121.17,2041210,1.91,4.94
70,40000,95,6.02,6.08,121.19,8.25,291.21,292.67,292.67,0.16,73.72,73.81,73.48,9,121.13,2032160,1.93,5.1
70,40000,95,6.02,6,121.6,8.22,264.46,270.08,270.09,0.17,72.94,72.52,72.7,10,121.54,2042110,1.92,4.61
70,40000,95,6.02,6.08,121.25,8.25,284.58,286.23,286.23,0.16,73.66,73.78,73.3,12,121.2,2046880,1.94,4.53
70,40000,95,6.02,6.1,121.18,8.25,301.38,299.15,299.15,0.16,73.86,72.65,73.5,13,121.13,2039710,1.94,5.31
70,40000,95,6.02,6.11,121,8.26,283.5,285.22,285.22,0.16,73.97,74.83,73.72,11,120.94,2042050,1.94,4.8
70,40000,95,6.02,5.99,121.2,8.25,283.85,283.21,283.21,0.17,72.6,72.51,72.36,14,121.14,2032010,1.91,4.93
